NAME,year,CountOfCAMPNAME,SumOfCPETALLC,SumOfCPETECOC,SumOfCPETLEPC,SumOfCPETBILC,SumOfCPETSPEC
Fort Worth Can Academy,2009,2,620,482,63,50,66
Fort Worth Can Academy,2010,2,712,604,78,75,85
Fort Worth Can Academy,2011,2,560,465,54,52,70
Fort Worth Can Academy,2012,2,654,585,42,42,69
Fort Worth Can Academy,2013,2,639,584,34,34,73
Fruit Of Excellence,2000,1,42,36,42,0,23
Fruit Of Excellence,2001,1,41,32,0,0,18
Fruit Of Excellence,2002,1,88,74,0,0,31
Fruit Of Excellence,2003,1,57,0,0,0,1
Fruit Of Excellence,2004,1,70,53,0,0,6
Fruit Of Excellence,2005,1,37,28,0,0,10
Fruit Of Excellence,2006,1,43,35,0,0,14
Fruit Of Excellence,2007,1,51,41,0,0,23
Fruit Of Excellence,2008,1,33,29,0,0,19
Fruit Of Excellence,2009,1,22,21,0,0,7
Fruit Of Excellence,2010,1,27,27,0,0,11
Gabriel Tafolla Academy,1999,1,129,83,0,0,0
Gabriel Tafolla Academy,2000,1,91,76,2,0,18
Gabriel Tafolla Academy,2001,1,158,139,1,0,15
Gabriel Tafolla Academy,2002,1,181,147,13,13,12
Gabriel Tafolla Academy,2003,1,196,155,17,17,14
Gabriel Tafolla Academy,2004,1,138,110,12,12,17
Gabriel Tafolla Academy,2005,1,122,103,11,11,15
Gabriel Tafolla Academy,2006,1,140,120,8,8,17
Gabriel Tafolla Academy,2007,1,138,111,4,4,9
Gabriel Tafolla Academy,2008,1,132,123,0,0,11
Gabriel Tafolla Academy,2009,1,109,102,2,2,9
Gabriel Tafolla Academy,2010,2,108,96,1,1,11
Gabriel Tafolla Academy,2011,1,76,66,0,0,11
Gabriel Tafolla Academy,2012,1,125,115,0,0,10
Gateway Academy Charter District,2000,1,117,56,1,1,12
Gateway Academy Charter District,2001,1,119,53,15,0,14
Gateway Academy Charter District,2002,1,193,137,33,0,20
Gateway Academy Charter District,2003,1,220,187,48,37,28
Gateway Academy Charter District,2004,1,313,246,30,30,33
Gateway Academy Charter District,2005,1,273,252,11,11,41
Gateway Academy Charter District,2006,1,316,290,10,1,59
Gateway Academy Charter District,2007,1,342,330,6,2,75
Gateway Academy Charter District,2008,1,318,302,2,1,91
Gateway Academy Charter District,2009,2,499,484,11,11,128
Gateway Academy Charter District,2010,2,515,487,16,16,137
Gateway Academy Charter District,2011,2,475,456,8,8,102
Gateway Academy Charter District,2012,2,492,481,7,7,92
Gateway Academy Charter District,2013,2,455,424,17,17,68
Gateway Academy Charter District,2014,2,408,385,24,24,57
Gateway Academy Charter District,2015,2,347,324,29,29,36
Gateway Academy Charter District,2016,2,373,347,29,29,42
Gateway Academy Charter District,2017,2,390,359,72,71,36
Gateway Academy Charter District,2018,2,316,287,113,113,33
Gateway Charter Academy,2002,1,110,94,0,0,7
Gateway Charter Academy,2003,1,259,195,0,0,25
Gateway Charter Academy,2004,1,329,239,0,0,36
Gateway Charter Academy,2005,1,468,404,1,0,56
Gateway Charter Academy,2006,1,540,476,5,5,52
Gateway Charter Academy,2007,1,594,512,7,3,59
Gateway Charter Academy,2008,2,637,561,11,11,63
Gateway Charter Academy,2009,2,701,614,7,7,66
Gateway Charter Academy,2010,2,797,725,5,5,67
Gateway Charter Academy,2011,2,795,554,7,7,53
Gateway Charter Academy,2012,2,811,729,6,6,53
Gateway Charter Academy,2013,2,804,688,6,6,54
Gateway Charter Academy,2014,2,779,673,6,6,61
Gateway Charter Academy,2015,2,729,536,3,4,68
Gateway Charter Academy,2016,2,747,517,3,3,70
Gateway Charter Academy,2017,2,618,331,1,1,50
Gateway Charter Academy,2018,2,753,753,2,0,39
General Alfred A Valenzuela Int,2007,1,29,26,5,5,1
George Gervin Academy,1997,1,106,27,0,0,0
George Gervin Academy,1998,1,189,47,0,0,6
George Gervin Academy,1999,1,251,76,0,0,15
George Gervin Academy,2000,1,124,89,0,0,4
George Gervin Academy,2001,1,184,143,0,0,20
George Gervin Academy,2002,1,162,118,0,0,24
George Gervin Academy,2003,1,159,111,0,0,38
George Gervin Academy,2004,1,312,239,0,0,59
George Gervin Academy,2005,2,376,270,0,0,44
George Gervin Academy,2006,2,384,352,11,11,46
George Gervin Academy,2007,2,563,520,9,9,66
George Gervin Academy,2008,2,575,548,16,16,54
George Gervin Academy,2009,2,618,576,0,0,40
George Gervin Academy,2010,2,779,768,3,3,33
George Gervin Academy,2011,2,1327,1274,108,111,32
George Gervin Academy,2012,2,1327,1305,99,101,39
George Gervin Academy,2013,2,1228,1170,97,98,42
George Gervin Academy,2014,2,1313,1283,276,276,40
George Gervin Academy,2015,2,1122,1120,148,160,55
George Gervin Academy,2016,2,1304,1302,295,299,54
George Gervin Academy,2017,2,1355,1273,269,275,68
George Gervin Academy,2018,2,1357,1357,252,271,86
George I Sanchez Charter,1997,1,360,244,0,0,0
George I Sanchez Charter,1998,2,398,246,0,0,0
George I Sanchez Charter,1999,3,487,327,0,0,2
George I Sanchez Charter,2000,2,368,247,0,0,18
George I Sanchez Charter,2001,3,448,286,17,17,33
George I Sanchez Charter,2002,4,592,343,0,28,34
George I Sanchez Charter,2003,2,629,234,2,54,46
George I Sanchez Charter,2004,2,685,379,93,80,71
George I Sanchez Charter,2005,2,743,488,202,177,90
George I Sanchez Charter,2006,2,779,623,264,186,123
George I Sanchez Charter,2007,2,713,533,224,162,103
George I Sanchez Charter,2008,2,751,562,218,169,73
George I Sanchez Charter,2009,2,781,606,181,175,64
George I Sanchez Charter,2010,2,853,642,165,157,69
George I Sanchez Charter,2011,2,856,647,214,221,64
George I Sanchez Charter,2012,1,633,526,200,202,45
George I Sanchez Charter,2013,1,609,571,202,201,44
George I Sanchez Charter,2014,1,648,607,252,252,36
George I Sanchez Charter,2015,1,736,669,341,341,50
George I Sanchez Charter,2016,2,828,750,400,400,63
George I Sanchez Charter,2017,2,816,745,426,426,69
George I Sanchez Charter,2018,2,916,853,453,453,79
Girls & Boys Preparatory Academy,1997,1,256,100,0,0,0
Girls & Boys Preparatory Academy,1998,1,340,172,0,0,16
Girls & Boys Preparatory Academy,1999,1,440,91,0,0,11
Girls & Boys Preparatory Academy,2000,1,394,151,0,0,8
Girls & Boys Preparatory Academy,2001,1,320,165,0,0,13
Girls & Boys Preparatory Academy,2002,2,489,287,0,0,35
Girls & Boys Preparatory Academy,2003,2,729,437,0,0,18
Girls & Boys Preparatory Academy,2004,2,999,709,0,0,39
Girls & Boys Preparatory Academy,2005,2,768,638,0,0,42
Girls & Boys Preparatory Academy,2006,2,955,780,0,0,64
Girls & Boys Preparatory Academy,2007,2,885,722,0,0,68
Girls & Boys Preparatory Academy,2008,3,808,692,0,0,55
Girls & Boys Preparatory Academy,2009,3,785,702,0,0,52
Girls & Boys Preparatory Academy,2010,3,739,661,0,0,53
Girls & Boys Preparatory Academy,2011,3,797,745,22,7,75
Girls & Boys Preparatory Academy,2012,3,740,677,13,4,66
Girls & Boys Preparatory Academy,2013,3,752,716,55,51,72
Girls & Boys Preparatory Academy,2014,3,758,743,143,134,83
Girls & Boys Preparatory Academy,2015,3,745,711,170,153,52
Global Learning Village,2014,1,44,33,0,0,0
Global Learning Village,2015,1,69,26,0,0,0
Global Learning Village,2016,1,176,95,1,96,22
Global Learning Village,2017,1,207,188,1,0,14
Golden Rule Charter School,2003,1,232,211,93,90,3
Golden Rule Charter School,2004,1,427,395,203,185,38
Golden Rule Charter School,2005,1,293,280,160,151,33
Golden Rule Charter School,2006,1,333,320,180,172,34
Golden Rule Charter School,2007,2,490,478,261,253,51
Golden Rule Charter School,2008,2,600,586,292,275,53
Golden Rule Charter School,2009,2,584,495,267,265,42
Golden Rule Charter School,2010,3,755,746,286,281,40
Golden Rule Charter School,2011,3,864,859,320,315,40
Golden Rule Charter School,2012,4,981,973,435,414,28
Golden Rule Charter School,2013,5,1215,1190,549,519,47
Golden Rule Charter School,2014,5,1349,1320,644,619,48
Golden Rule Charter School,2015,5,1531,1481,895,856,56
Golden Rule Charter School,2016,5,1526,1462,899,880,59
Golden Rule Charter School,2017,5,1476,1411,933,926,91
Golden Rule Charter School,2018,6,1441,1404,861,857,75
Goodwater Montessori School,2018,1,303,55,8,8,20
Great Hearts Texas,2015,2,572,80,13,11,20
Great Hearts Texas,2016,4,2009,293,109,90,66
Great Hearts Texas,2017,4,2312,259,120,105,104
Great Hearts Texas,2018,4,2766,416,139,115,140
Guardian Angel Performance Arts Academy,2000,1,54,40,0,0,21
Guardian Angel Performance Arts Academy,2001,1,54,40,0,0,16
Guardian Angel Performance Arts Academy,2002,1,56,45,0,0,15
Guardian Angel Performance Arts Academy,2003,1,33,27,3,3,6
Guardian Angel Performance Arts Academy,2004,1,44,12,1,1,10
Guardian Angel Performance Arts Academy,2005,1,13,10,0,0,2
Guardian Angel Performance Arts Academy,2006,1,31,28,0,0,2
Guardian Angel Performance Arts Academy,2007,1,10,9,0,0,1
Guardian Angel Performance Arts Academy,2008,1,7,1,0,0,0
Guardian Angel Performance Arts Academy,2009,1,18,14,0,0,1
Guardian Angel Performance Arts Academy,2010,1,17,16,1,0,4
Gulf Shores Academy,2000,1,248,247,1,0,16
Gulf Shores Academy,2001,1,696,694,13,67,47
Gulf Shores Academy,2002,3,45,45,0,2,2
Gulf Shores Academy,2003,5,1271,487,27,27,72
Gulf Shores Academy,2004,5,1324,541,0,0,101
Gulf Shores Academy,2005,4,1045,376,0,18,94
Gulf Shores Academy,2006,5,740,718,18,18,39
Gulf Shores Academy,2009,1,150,4,0,0,8
Harmony Public Schools,2001,1,186,62,0,0,10
Harmony Public Schools,2002,1,298,118,0,0,31
Harmony Public Schools,2003,2,436,200,22,11,39
Harmony Public Schools,2004,2,525,286,36,36,31
Harmony Public Schools,2005,3,811,475,44,44,42
Harmony Public Schools,2006,4,1189,722,92,81,45
Harmony Public Schools,2007,9,3289,1771,273,273,98
Harmony Public Schools,2008,14,4834,2572,295,291,131
Harmony Public Schools,2009,19,7860,3959,299,287,206
Harmony Public Schools,2010,25,12553,7014,667,646,346
Harmony Public Schools,2011,33,16721,9467,1550,1366,444
Harmony Public Schools,2012,36,20178,11459,2385,2144,672
Harmony Public Schools,2013,38,24616,14062,3450,3153,1016
Harmony Public Schools,2014,40,25886,15207,4235,3887,1220
Harmony Public Schools,2015,43,28318,16821,5517,5094,1498
Harmony Public Schools,2016,46,30496,18271,6576,6130,1746
Harmony Public Schools,2017,48,31985,19091,7648,7233,2075
Harmony Public Schools,2018,54,33248,20192,8316,7941,2334
Henry Ford Academy Alameda School,2010,1,74,40,0,0,3
Henry Ford Academy Alameda School,2011,1,149,92,0,0,15
Henry Ford Academy Alameda School,2012,1,159,92,0,0,13
Henry Ford Academy Alameda School,2013,1,203,101,0,0,16
Henry Ford Academy Alameda School,2014,1,181,69,3,0,16
Henry Ford Academy Alameda School,2015,1,158,108,3,3,20
Henry Ford Academy Alameda School,2016,1,126,71,1,0,14
Henry Ford Academy Alameda School,2017,1,113,55,3,3,10
Henry Ford Academy Alameda School,2018,1,137,65,1,1,11
Heritage Academy,2000,2,275,8,0,0,18
Heritage Academy,2001,2,245,205,0,0,31
Heritage Academy,2002,2,280,187,0,0,27
Heritage Academy,2003,2,338,223,2,2,39
Heritage Academy,2004,2,379,242,0,0,42
Heritage Academy,2005,2,409,277,0,0,43
Heritage Academy,2006,2,411,336,9,8,42
Heritage Academy,2007,3,498,363,9,8,54
Heritage Academy,2008,6,632,479,35,30,58
Heritage Academy,2009,7,788,621,59,59,79
Heritage Academy,2010,6,740,576,93,93,51
Heritage Academy,2011,6,857,654,96,96,56
Heritage Academy,2012,6,722,566,79,79,51
Heritage Academy,2013,7,482,366,73,78,37
Heritage Academy,2014,5,556,421,89,96,35
Heritage Academy,2015,5,579,389,133,130,36
Heritage Academy,2016,4,501,359,152,152,26
Heritage Academy,2017,4,467,358,145,144,27
Heritage Academy,2018,4,508,362,148,152,42
Higgs Carter King Gifted & Talented,1999,1,302,200,11,8,7
Higgs Carter King Gifted & Talented,2000,1,175,150,4,2,4
Higgs Carter King Gifted & Talented,2001,1,194,175,0,0,19
Higgs Carter King Gifted & Talented,2002,1,233,224,0,0,38
Higgs Carter King Gifted & Talented,2003,1,250,240,38,38,30
Higgs Carter King Gifted & Talented,2004,1,213,209,22,20,26
Higgs Carter King Gifted & Talented,2005,1,219,193,11,38,37
Higgs Carter King Gifted & Talented,2006,1,286,273,49,46,24
Higgs Carter King Gifted & Talented,2007,1,315,302,32,32,28
Higgs Carter King Gifted & Talented,2008,1,498,495,42,31,27
Higgs Carter King Gifted & Talented,2009,1,561,549,24,24,34
Higgs Carter King Gifted & Talented,2010,1,498,494,10,29,36
Higgs Carter King Gifted & Talented,2011,1,695,679,42,42,30
Higgs Carter King Gifted & Talented,2012,1,735,700,33,33,28
Higgs Carter King Gifted & Talented,2013,1,642,624,21,21,27
Higgs Carter King Gifted & Talented,2014,1,485,459,48,48,28
Higgs Carter King Gifted & Talented,2015,1,469,463,32,32,17
High Point Academy,2016,1,457,117,1,3,40
High Point Academy,2017,1,804,215,14,9,72
High Point Academy,2018,1,945,271,31,26,101
Honors Academy,2000,4,346,149,0,0,26
Honors Academy,2001,11,1679,408,20,6,141
Honors Academy,2002,12,2013,691,57,43,208
Honors Academy,2003,10,1924,661,17,18,159
Honors Academy,2004,8,1896,761,0,12,202
Honors Academy,2005,7,1556,712,5,6,186
Honors Academy,2006,7,844,444,9,9,145
Honors Academy,2007,7,889,510,3,17,95
Honors Academy,2008,7,819,435,10,10,106
Honors Academy,2009,6,941,629,9,9,116
Honors Academy,2010,7,1021,703,37,7,78
Honors Academy,2011,7,1059,771,45,4,95
Honors Academy,2012,7,977,730,54,48,80
Honors Academy,2013,7,627,468,83,42,60
Honors Academy,2014,7,759,566,77,77,70
Horizon Montessori Public Schools,1999,1,123,123,0,0,0
Horizon Montessori Public Schools,2000,1,139,129,0,0,7
Horizon Montessori Public Schools,2001,1,119,117,0,0,3
Horizon Montessori Public Schools,2002,1,116,97,0,0,5
Horizon Montessori Public Schools,2003,1,93,89,0,0,1
Horizon Montessori Public Schools,2004,1,134,115,15,15,12
Horizon Montessori Public Schools,2005,2,263,153,18,17,20
Horizon Montessori Public Schools,2006,2,326,198,34,34,9
Horizon Montessori Public Schools,2007,2,451,265,85,85,13
Horizon Montessori Public Schools,2008,2,517,319,119,119,16
Horizon Montessori Public Schools,2009,3,543,366,132,132,21
Horizon Montessori Public Schools,2010,3,620,438,156,174,23
Horizon Montessori Public Schools,2011,3,767,559,201,172,37
Horizon Montessori Public Schools,2012,3,812,602,227,180,48
Horizon Montessori Public Schools,2013,3,881,688,250,227,43
Horizon Montessori Public Schools,2014,3,1065,870,385,369,50
Horizon Montessori Public Schools,2015,3,1125,773,427,391,59
Horizon Montessori Public Schools,2016,3,1304,955,499,464,65
Horizon Montessori Public Schools,2017,3,1350,887,537,491,70
Horizon Montessori Public Schools,2018,3,1236,942,495,456,49
Houston Alternative Preparatory Charter,2003,1,191,191,0,0,53
Houston Alternative Preparatory Charter,2004,1,163,146,0,2,51
Houston Alternative Preparatory Charter,2005,1,135,127,0,1,40
Houston Alternative Preparatory Charter,2006,1,180,170,0,0,29
Houston Alternative Preparatory Charter,2007,1,167,166,0,0,39
Houston Alternative Preparatory Charter,2008,1,133,96,0,0,37
Houston Alternative Preparatory Charter,2009,1,212,183,0,0,44
Houston Alternative Preparatory Charter,2010,1,170,135,28,28,23
Houston Alternative Preparatory Charter,2011,1,158,150,60,60,13
Houston Can Academy Charter School,1999,1,309,121,0,0,7
Houston Can Academy Charter School,2000,1,320,88,0,0,2
Houston Can Academy Charter School,2001,1,340,158,0,0,26
Houston Can Academy Charter School,2002,1,344,123,1,0,38
Houston Can Academy Charter School,2003,1,342,267,0,0,32
Houston Can Academy Charter School,2004,2,564,394,12,10,69
Houston Can Academy Charter School,2005,2,726,618,34,27,102
Houston Can Academy Charter School,2006,2,778,624,17,12,108
Houston Can Academy Charter School,2007,2,848,706,10,6,114
Houston Can Academy Charter School,2008,2,877,778,54,26,130
Houston Can Academy Charter School,2009,2,712,635,46,23,102
Houston Can Academy Charter School,2010,2,809,745,59,58,146
Houston Can Academy Charter School,2011,2,696,611,32,30,123
Houston Can Academy Charter School,2012,2,766,721,44,42,112
Houston Can Academy Charter School,2013,2,753,693,44,43,110
Houston Gateway Academy Inc,2000,1,229,128,0,0,12
Houston Gateway Academy Inc,2001,1,700,460,89,65,49
Houston Gateway Academy Inc,2002,1,631,407,157,98,42
Houston Gateway Academy Inc,2003,1,795,533,108,77,64
Houston Gateway Academy Inc,2004,1,798,536,137,112,76
Houston Gateway Academy Inc,2005,1,726,536,153,124,81
Houston Gateway Academy Inc,2006,1,603,476,131,121,65
Houston Gateway Academy Inc,2007,1,624,463,188,177,62
Houston Gateway Academy Inc,2008,1,656,565,213,178,83
Houston Gateway Academy Inc,2009,1,793,636,300,275,50
Houston Gateway Academy Inc,2010,2,864,784,328,324,46
Houston Gateway Academy Inc,2011,2,979,925,285,285,45
Houston Gateway Academy Inc,2012,2,1291,1225,521,521,53
Houston Gateway Academy Inc,2013,3,1485,1376,631,631,50
Houston Gateway Academy Inc,2014,3,1621,1520,639,639,50
Houston Gateway Academy Inc,2015,3,1886,1712,740,740,57
Houston Gateway Academy Inc,2016,3,2062,1855,871,871,43
Houston Gateway Academy Inc,2017,3,2213,2035,987,987,61
Houston Gateway Academy Inc,2018,3,2265,2128,1062,1062,67
Houston Heights High School,2000,1,112,88,11,0,6
Houston Heights High School,2001,1,226,193,0,0,14
Houston Heights High School,2002,1,226,222,0,0,32
Houston Heights High School,2003,1,234,180,0,0,26
Houston Heights High School,2004,1,225,185,0,0,29
Houston Heights High School,2005,1,195,168,0,0,30
Houston Heights High School,2006,1,219,189,0,0,30
Houston Heights High School,2007,1,239,186,0,0,25
Houston Heights High School,2008,1,211,155,0,0,19
Houston Heights High School,2009,1,215,164,0,0,23
Houston Heights High School,2010,1,201,159,0,0,31
Houston Heights High School,2011,1,200,77,0,0,34
Houston Heights High School,2012,1,191,145,0,0,38
Houston Heights High School,2013,1,206,169,0,0,33
Houston Heights High School,2014,1,210,179,0,0,21
Houston Heights High School,2015,1,205,181,0,0,13
Houston Heights High School,2016,1,215,175,0,0,21
Houston Heights High School,2017,1,216,187,0,0,22
Houston Heights High School,2018,1,200,171,0,0,32
Houston Heights Learning Academy,2000,1,73,0,0,0,0
Houston Heights Learning Academy,2001,1,90,73,0,0,0
Houston Heights Learning Academy,2002,1,118,101,26,22,1
Houston Heights Learning Academy,2003,1,106,83,41,19,3
Houston Heights Learning Academy,2004,1,94,91,32,31,2
Houston Heights Learning Academy,2005,1,85,73,32,30,5
Houston Heights Learning Academy,2006,1,102,92,34,34,8
Houston Heights Learning Academy,2007,1,118,111,36,35,7
Houston Heights Learning Academy,2008,1,121,113,30,30,5
Houston Heights Learning Academy,2009,1,128,125,37,37,4
Houston Heights Learning Academy,2010,1,124,120,23,23,2
Houston Heights Learning Academy,2011,1,115,114,38,34,3
Houston Heights Learning Academy,2012,1,130,129,32,27,6
Houston Heights Learning Academy,2013,1,128,127,26,22,2
Houston Heights Learning Academy,2014,1,150,149,20,17,6
Houston Heights Learning Academy,2015,1,166,164,5,5,9
Houston Heights Learning Academy,2016,1,173,158,6,6,11
Houston Heights Learning Academy,2017,1,67,39,1,1,1
Idea Public Schools,2001,1,187,168,37,37,10
Idea Public Schools,2002,1,247,217,51,50,16
Idea Public Schools,2003,1,336,290,48,53,20
Idea Public Schools,2004,1,499,410,69,69,26
Idea Public Schools,2005,1,659,528,141,108,44
Idea Public Schools,2006,1,896,673,267,253,55
Idea Public Schools,2007,4,1596,1153,520,505,77
Idea Public Schools,2008,6,2714,1949,660,612,110
Idea Public Schools,2009,10,3945,3013,898,882,150
Idea Public Schools,2010,12,5515,4281,1261,1198,213
Idea Public Schools,2011,16,6855,5485,1397,1360,279
Idea Public Schools,2012,20,9505,7819,2205,2097,424
Idea Public Schools,2013,26,12567,10491,3312,3272,539
Idea Public Schools,2014,30,15535,13444,4706,4564,690
Idea Public Schools,2015,36,19227,16548,6351,6226,901
Idea Public Schools,2016,44,23525,20970,8216,8092,1107
Idea Public Schools,2017,51,29334,25984,9993,9871,1405
Idea Public Schools,2018,61,35595,31235,11709,11428,1844
Ignite Public Schools And Community Serv Ctrs,1997,1,93,69,0,0,0
Ignite Public Schools And Community Serv Ctrs,1998,1,167,14,0,0,8
Ignite Public Schools And Community Serv Ctrs,1999,1,243,82,0,0,0
Ignite Public Schools And Community Serv Ctrs,2000,1,179,105,0,0,2
Ignite Public Schools And Community Serv Ctrs,2001,1,172,172,12,12,1
Ignite Public Schools And Community Serv Ctrs,2002,3,325,263,21,21,6
Ignite Public Schools And Community Serv Ctrs,2003,3,602,598,0,11,63
Ignite Public Schools And Community Serv Ctrs,2004,3,655,608,114,113,86
Ignite Public Schools And Community Serv Ctrs,2005,6,750,709,159,159,78
Ignite Public Schools And Community Serv Ctrs,2006,6,804,790,334,326,54
Ignite Public Schools And Community Serv Ctrs,2007,6,883,867,415,411,46
Ignite Public Schools And Community Serv Ctrs,2008,6,968,935,421,407,62
Ignite Public Schools And Community Serv Ctrs,2009,6,960,894,388,356,53
Ignite Public Schools And Community Serv Ctrs,2010,6,743,683,246,199,58
Ignite Public Schools And Community Serv Ctrs,2011,6,662,629,160,150,51
Ignite Public Schools And Community Serv Ctrs,2012,6,1053,915,196,187,99
Ignite Public Schools And Community Serv Ctrs,2013,6,1203,868,340,336,112
Ignite Public Schools And Community Serv Ctrs,2014,6,1047,943,278,272,77
Ignite Public Schools And Community Serv Ctrs,2015,6,1199,966,365,357,70
Imagine International Academy,2013,1,900,75,4,4,37
Imagine International Academy,2014,1,1022,74,13,12,40
Imagine International Academy,2015,1,1097,85,31,30,53
Imagine International Academy,2016,1,1192,84,50,47,61
Imagine International Academy,2017,1,1230,75,97,84,67
Imagine International Academy,2018,1,1341,109,109,99,66
Impact Charter,1999,1,45,37,0,0,0
Impact Charter,2000,1,98,81,0,0,0
Impact Charter,2001,1,167,152,0,0,0
Impact Charter,2002,1,187,181,0,0,2
Impact Charter,2003,1,191,189,0,0,9
Impact Charter,2004,1,266,263,0,0,11
Impact Charter,2005,1,286,284,0,0,13
Inspire Academies,1999,1,49,49,0,0,38
Inspire Academies,2000,1,102,93,0,0,66
Inspire Academies,2001,1,173,149,0,0,71
Inspire Academies,2002,1,135,125,0,0,113
Inspire Academies,2003,3,310,236,0,0,138
Inspire Academies,2004,3,381,341,4,3,208
Inspire Academies,2005,5,494,395,5,4,340
Inspire Academies,2006,4,241,235,10,10,182
Inspire Academies,2007,4,270,260,2,2,182
Inspire Academies,2008,4,257,257,22,22,131
Inspire Academies,2009,5,337,337,20,18,128
Inspire Academies,2010,5,348,341,3,3,103
Inspire Academies,2011,6,581,581,18,10,247
Inspire Academies,2012,6,522,522,30,12,233
Inspire Academies,2013,6,557,557,34,15,232
Inspire Academies,2014,5,489,489,27,26,200
Inspire Academies,2015,7,773,636,31,27,270
Inspire Academies,2016,8,799,521,18,13,202
Inspire Academies,2017,8,835,556,30,19,198
Inspire Academies,2018,9,867,495,11,8,183
Inspired Vision Academy,2001,1,126,10,0,0,0
Inspired Vision Academy,2002,2,264,227,29,15,13
Inspired Vision Academy,2003,2,449,228,106,95,24
Inspired Vision Academy,2004,2,494,455,151,149,22
Inspired Vision Academy,2005,2,571,527,175,170,27
Inspired Vision Academy,2006,2,553,485,227,216,24
Inspired Vision Academy,2007,2,670,539,270,267,28
Inspired Vision Academy,2008,2,660,617,250,214,22
Inspired Vision Academy,2009,2,906,806,303,281,31
Inspired Vision Academy,2010,2,971,892,325,273,51
Inspired Vision Academy,2011,2,944,840,314,294,51
Inspired Vision Academy,2012,2,956,851,351,345,64
Inspired Vision Academy,2013,2,982,907,377,331,60
Inspired Vision Academy,2014,2,1081,980,414,383,92
Inspired Vision Academy,2015,2,1084,1030,409,388,112
Inspired Vision Academy,2016,2,1118,1029,420,402,113
Inspired Vision Academy,2017,2,1128,991,466,447,101
Inspired Vision Academy,2018,2,1322,1252,546,526,106
International Leadership Of Texas,2014,5,2499,1373,539,540,111
International Leadership Of Texas,2015,8,4633,1980,711,711,242
International Leadership Of Texas,2016,9,5030,2218,1077,1075,266
International Leadership Of Texas,2017,17,10239,5322,2397,2397,442
International Leadership Of Texas,2018,26,16131,9893,4247,4257,774
Jamie's House Charter School,2000,1,45,45,0,0,35
Jamie's House Charter School,2001,1,44,43,0,0,30
Jamie's House Charter School,2002,1,61,56,0,0,31
Jamie's House Charter School,2003,1,46,42,0,0,22
Jamie's House Charter School,2004,1,65,47,0,0,13
Jamie's House Charter School,2005,1,79,67,0,0,26
Jamie's House Charter School,2006,1,57,47,0,0,20
Jamie's House Charter School,2007,1,81,71,0,0,27
Jamie's House Charter School,2008,1,84,77,0,0,39
Jamie's House Charter School,2009,1,79,59,0,0,30
Jamie's House Charter School,2010,1,96,90,0,0,40
Jamie's House Charter School,2011,2,220,199,0,0,38
Jamie's House Charter School,2012,2,125,104,0,0,40
Jamie's House Charter School,2013,2,140,130,0,0,17
Jamie's House Charter School,2014,2,130,88,0,0,11
Jean Massieu Academy,2000,1,39,11,0,0,34
Jean Massieu Academy,2001,1,108,48,0,0,78
Jean Massieu Academy,2002,1,143,0,0,0,105
Jean Massieu Academy,2003,1,147,0,0,0,109
Jean Massieu Academy,2004,1,149,100,0,0,106
Jean Massieu Academy,2005,1,162,80,1,0,114
Jean Massieu Academy,2006,1,137,95,0,0,71
Jean Massieu Academy,2007,1,114,80,0,0,56
Jean Massieu Academy,2008,1,91,67,0,0,47
Jean Massieu Academy,2009,1,91,64,10,10,39
Jean Massieu Academy,2010,1,104,69,20,20,31
Jean Massieu Academy,2011,1,122,74,38,37,26
Jean Massieu Academy,2012,1,182,172,59,59,22
Jean Massieu Academy,2013,1,200,135,58,58,22
Jean Massieu Academy,2014,1,196,183,91,91,21
Jean Massieu Academy,2015,1,193,181,102,102,20
Jean Massieu Academy,2016,1,195,187,105,105,13
Jean Massieu Academy,2017,1,195,192,114,114,14
Jean Massieu Academy,2018,1,196,191,111,111,16
Jesse Jackson Academy,2000,1,103,50,0,0,0
Jesse Jackson Academy,2001,1,215,156,0,0,30
Jesse Jackson Academy,2002,1,233,211,0,0,28
Jesse Jackson Academy,2003,1,174,160,0,0,16
Jesse Jackson Academy,2004,1,299,292,0,0,35
Jesse Jackson Academy,2005,1,323,321,0,0,59
Jesse Jackson Academy,2006,1,297,297,0,0,39
Jesse Jackson Academy,2007,1,299,299,0,0,32
Jesse Jackson Academy,2008,1,247,243,0,0,55
Jesse Jackson Academy,2009,1,242,236,0,0,27
Juan B Galaviz Charter School,2003,1,49,45,9,0,5
Juan B Galaviz Charter School,2004,1,92,76,36,36,3
Juan B Galaviz Charter School,2005,1,86,79,42,35,10
Juan B Galaviz Charter School,2006,1,100,96,20,16,13
Juan B Galaviz Charter School,2007,1,70,62,8,8,2
Juan B Galaviz Charter School,2008,1,68,57,10,10,0
Juan B Galaviz Charter School,2009,1,64,50,1,1,0
Juan B Galaviz Charter School,2010,1,74,28,1,2,1
Juan B Galaviz Charter School,2011,1,65,58,3,3,6
Juan B Galaviz Charter School,2012,1,69,65,2,2,6
Juan B Galaviz Charter School,2013,1,75,62,2,2,3
Jubilee Academies,2002,1,182,119,0,0,11
Jubilee Academies,2003,1,313,219,4,4,26
Jubilee Academies,2004,2,415,312,8,8,38
Jubilee Academies,2005,2,453,338,8,8,48
Jubilee Academies,2006,2,446,334,19,19,49
Jubilee Academies,2007,2,452,358,21,21,43
Jubilee Academies,2008,2,535,402,27,27,48
Jubilee Academies,2009,4,677,557,145,145,40
